#,Constituency,Reserved,Electors As per Feb 2026 SIR[4],Change Prev. Election,District_x,Lok Sabha constituency,Constituency since,Constituency Map,District_Clean,District_y,Culture,Registered_Voters,GDP_Lakhs,Turnout_2021,Turnout_2026,Turnout_Delta,Assembly_Seats,Voter_Profile,Seat_Registered,Seat_Polled,Female_Voters,Male_Voters,Youth_Voters,Senior_Voters,youth_pct,services_pct,agri_pct,homemaker_pct,elderly_pct,Cultivators_Pct,AgriLabour_Pct,HouseholdIndustry_Pct,OtherWorkers_Pct,Literacy_Pct,Urban_Pct,Seat_Type,SC_Boost,Turnout_Surge_Type,TVK_Zone,Anti_Incumbency_Score,Incumbency_Factor,Voter_Profile_Extended,Winner_2021_Party,SC_ST_Pop_Pct,Margin_2021_Category,Incumbent_Recontesting,SC_Voter_Boost,Constituency_Registered_Voters
21,Anna Nagar,-,188861,36.58%,Chennai,Chennai Central,1977.0,,Chennai,Chennai,Urban,4014893,5.55,73.41,85.72,12.310000000000002,16,"Assembly Constituency: Anna Nagar (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. ",188861,161891,109914,105182,45600,79155,0.234,0.442,0.009,0.226,0.088,0.1,1.0,2.3,96.6,90.2,100.0,COMPETITIVE,0,BASE_MOBILISATION,HIGH,0,COMPETITIVE,"Assembly Constituency: Anna Nagar (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: HIGH.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.5,COMFORTABLE,LIKELY_YES,-0.38,188861
22,Virugampakkam,-,200578,32.61%,Chennai,Chennai South,2011.0,,Chennai,Chennai,Urban,4014893,5.55,73.41,85.72,12.310000000000002,16,"Assembly Constituency: Virugampakkam (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. ",200578,171935,109914,105182,45600,79155,0.234,0.442,0.009,0.226,0.088,0.1,1.0,2.3,96.6,90.2,100.0,MARGINAL,0,ANTI_INCUMBENCY,HIGH,-10,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Virugampakkam (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: HIGH.  Victory margin 2021: RAZOR_THIN. 2021 MLA re-contesting: YES.",AIADMK,14.5,RAZOR_THIN,YES,-0.38,200578
23,Saidapet,-,204146,28.06%,Chennai,Chennai South,1952.0,,Chennai,Chennai,Urban,4014893,5.55,73.41,85.72,12.310000000000002,16,"Assembly Constituency: Saidapet (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. ",204146,174993,109914,105182,45600,79155,0.234,0.442,0.009,0.226,0.088,0.1,1.0,2.3,96.6,90.2,100.0,COMPETITIVE,0,BASE_MOBILISATION,HIGH,0,COMPETITIVE,"Assembly Constituency: Saidapet (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: HIGH.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.5,COMFORTABLE,LIKELY_YES,-0.38,204146
24,Thiyagarayanagar,-,158757,36.76%,Chennai,Chennai South,1957.0,,Chennai,Chennai,Urban,4014893,5.55,73.41,85.72,12.310000000000002,16,"Assembly Constituency: Thiyagarayanagar (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. ",158757,136086,109914,105182,45600,79155,0.234,0.442,0.009,0.226,0.088,0.1,1.0,2.3,96.6,90.2,100.0,COMPETITIVE,0,BASE_MOBILISATION,HIGH,0,COMPETITIVE,"Assembly Constituency: Thiyagarayanagar (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: HIGH.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.5,COMFORTABLE,LIKELY_YES,-0.38,158757
25,Mylapore,-,199465,28.02%,Chennai,Chennai South,1952.0,,Chennai,Chennai,Urban,4014893,5.55,73.41,85.72,12.310000000000002,16,"Assembly Constituency: Mylapore (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. ",199465,170981,109914,105182,45600,79155,0.234,0.442,0.009,0.226,0.088,0.1,1.0,2.3,96.6,90.2,100.0,COMPETITIVE,0,BASE_MOBILISATION,HIGH,0,COMPETITIVE,"Assembly Constituency: Mylapore (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: HIGH.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.5,COMFORTABLE,LIKELY_YES,-0.38,199465
26,Velachery,-,217171,32.70%,Chennai,Chennai South,2011.0,,Chennai,Chennai,Urban,4014893,5.55,73.41,85.72,12.310000000000002,16,"Assembly Constituency: Velachery (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",217171,186158,109914,105182,45600,79155,0.234,0.442,0.009,0.226,0.088,0.1,1.0,2.3,96.6,90.2,100.0,COMPETITIVE,0,BASE_MOBILISATION,HIGH,0,COMPETITIVE,"Assembly Constituency: Velachery (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: HIGH.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.5,COMFORTABLE,LIKELY_YES,-0.38,217171
27,Sholinganallur,-,553905,23.16%,Chennai,Chennai South,2011.0,,Chennai,Chennai,Urban,4014893,5.55,73.41,85.72,12.310000000000002,16,"Assembly Constituency: Sholinganallur (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",553905,474807,109914,105182,45600,79155,0.234,0.442,0.009,0.226,0.088,0.1,1.0,2.3,96.6,90.2,100.0,MARGINAL,0,BASE_MOBILISATION,HIGH,0,COMPETITIVE,"Assembly Constituency: Sholinganallur (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: MARGINAL (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: HIGH.  Victory margin 2021: CLOSE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.5,CLOSE,LIKELY_YES,-0.38,553905
28,Alandur,-,301055,23.90%,Chennai,Sriperumbudur,1977.0,,Chennai,Chennai,Urban,4014893,5.55,73.41,85.72,12.310000000000002,16,"Assembly Constituency: Alandur (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",301055,258064,109914,105182,45600,79155,0.234,0.442,0.009,0.226,0.088,0.1,1.0,2.3,96.6,90.2,100.0,COMPETITIVE,0,BASE_MOBILISATION,HIGH,0,COMPETITIVE,"Assembly Constituency: Alandur (Chennai). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: HIGH.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.5,COMFORTABLE,LIKELY_YES,-0.38,301055
29,Sriperumbudur,SC,381750,5.83%,Kancheepuram,Sriperumbudur,1952.0,,Kanchipuram,Kanchipuram,Mixed,1288731,5.73,72.25,84.19,11.939999999999998,5,"Assembly Constituency: Sriperumbudur (Kancheepuram). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",381750,321395,110884,106111,46003,79854,0.186,0.305,0.259,0.18,0.07,12.9,29.2,4.2,53.7,74.0,48.0,COMPETITIVE,1,BASE_MOBILISATION,LOW,4,SAFE_INCUMBENT,"Assembly Constituency: Sriperumbudur (Kancheepuram). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance. SC/ST population: 19% (TN avg 20%). Victory margin 2021: LANDSLIDE. 2021 MLA re-contesting: LIKELY_YES.",DMK,18.9,LANDSLIDE,LIKELY_YES,0.72,381750
30,Pallavaram,-,336963,24.29%,Chengalpattu,Sriperumbudur,2011.0,,Chengalpattu,Chengalpattu,Urban,2973995,6.67,71.85,82.91,11.060000000000002,11,"Assembly Constituency: Pallavaram (Chengalpattu). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",336963,279376,114544,109612,47521,82489,0.213,0.402,0.099,0.206,0.08,4.2,9.8,3.4,82.6,84.2,68.4,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM_HIGH,0,COMPETITIVE,"Assembly Constituency: Pallavaram (Chengalpattu). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM_HIGH. SC/ST population: 18% (TN avg 20%). Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,18.5,COMFORTABLE,LIKELY_YES,0.62,336963
31,Tambaram,-,330060,22.10%,Chengalpattu,Sriperumbudur,1977.0,,Chengalpattu,Chengalpattu,Urban,2973995,6.67,71.85,82.91,11.060000000000002,11,"Assembly Constituency: Tambaram (Chengalpattu). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",330060,273652,114544,109612,47521,82489,0.213,0.402,0.099,0.206,0.08,4.2,9.8,3.4,82.6,84.2,68.4,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM_HIGH,0,COMPETITIVE,"Assembly Constituency: Tambaram (Chengalpattu). Region Culture: Urban. This is a reserved constituency (-). Highly literate, younger demographic with diverse professions (IT, services). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM_HIGH. SC/ST population: 18% (TN avg 20%). Victory margin 2021: LANDSLIDE. 2021 MLA re-contesting: LIKELY_YES.",DMK,18.5,LANDSLIDE,LIKELY_YES,0.62,330060
